<Logging continued from "data/ulx_logs/03-22-21.txt">
[07:33:46] Житель<STEAM_0:0:442381390> spawned sent amb_survive_food
[07:33:47] Житель<STEAM_0:0:442381390> spawned sent amb_survive_food
[07:33:52] Житель<STEAM_0:0:442381390> spawned sent amb_survive_food
[07:33:55] Житель<STEAM_0:0:442381390> spawned sent amb_survive_food
[07:33:56] Житель<STEAM_0:0:442381390> spawned sent amb_survive_food
[07:34:48] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/izh/412.mdl
[07:34:59] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/ford/fordvic1.mdl
[07:35:10] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/gazchaika.mdl
[07:36:12] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/ford/fordvic1.mdl
[07:36:16] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/uaz/1912bank.mdl
[07:36:19] Житель<STEAM_0:0:442381390> spawned vehicle models/pantera_71/vaz/2106tax.mdl
[07:36:48] Житель<STEAM_0:0:442381390> spawned NPC npc_zombie
[07:37:03] Житель<STEAM_0:0:442381390> spawned model models/props_farm/r_chopwood.mdl
[07:37:11] Житель<STEAM_0:0:442381390> spawned model models/kunoszeug/towerb.mdl
[07:37:24] Житель: /build
[07:37:29] Житель<STEAM_0:0:442381390> spawned model models/kunoszeug/towerb.mdl
[07:43:35] Житель<STEAM_0:0:442381390> spawned model models/hunter/blocks/cube075x075x075.mdl
[07:43:43] Житель<STEAM_0:0:442381390> spawned model models/props_junk/cardboard_box002a.mdl
[07:43:46] Житель<STEAM_0:0:442381390> spawned model models/props_farm/m_chickencoop.mdl
[07:44:03] Житель<STEAM_0:0:442381390> spawned model models/props_farm/cider_applecrusher_01.mdl
[07:44:06] Житель<STEAM_0:0:442381390> spawned model models/props_farm/ah_rect_hay_bale001.mdl
[07:44:09] Житель<STEAM_0:0:442381390> spawned model models/props_farm/woodpile.mdl
[07:44:26] Житель<STEAM_0:0:442381390> spawned sent ent_jack_gmod_ezweapon_ar
[07:44:32] Житель<STEAM_0:0:442381390> spawned sent ent_jack_gmod_ezweapon_car
[07:44:41] Житель<STEAM_0:0:442381390> spawned sent ent_jack_gmod_ezweapon_plinkingpistol
[07:44:43] Житель<STEAM_0:0:442381390> spawned sent ent_jack_gmod_ezweapon_pistol
[07:45:00] Житель<STEAM_0:0:442381390> spawned sent hacktool_drone
[07:45:01] Житель suicided!
[07:45:17] Житель: /rp
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:43] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate4x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:45:44] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x4.mdl
[07:46:36] Житель<STEAM_0:0:442381390> spawned sent amb_fishing_rod_adv
[07:46:37] Житель<STEAM_0:0:442381390> spawned sent amb_fishing_bait_adv
[07:47:21] Житель<STEAM_0:0:442381390> spawned sent amb_fishing_bait_adv
[07:48:02] Житель: /build
[07:48:29] Житель<STEAM_0:0:442381390> spawned NPC npc_clawscanner
[07:48:32] Житель<STEAM_0:0:442381390> spawned NPC npc_cscanner
[07:48:41] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate4x4_tri.mdl
[07:48:42] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate4x4.mdl
[07:51:09] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:09] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:09] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:09] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/windows/window1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/hunter/plates/plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:10] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate2x2.mdl
[07:51:11] Житель<STEAM_0:0:442381390> spawned model models/props_phx/construct/metal_plate1.mdl
